Turkish Word,Emotion,Condition
karalayıcı,surprise,0
varsayılan,surprise,0
yenilgi,surprise,0
mağlup,surprise,0
kusur,surprise,0
iltica,surprise,0
arızalı,surprise,0
savunmak,surprise,0
sanık,surprise,0
savundu,surprise,0
defans oyuncusu,surprise,0
savunma,surprise,0
savunma,surprise,0
savunmasız,surprise,0
savunulabilir,surprise,0
savunma,surprise,0
ertelemek,surprise,0
saygı,surprise,0
erteleme,surprise,0
erteleme,surprise,0
nispet,surprise,0
meydan okuyan,surprise,0
eksiklik,surprise,0
açık,surprise,0
tanımlamak,surprise,0
tanımlanmış,surprise,0
tanım,surprise,0
kesin,surprise,0
söndürmek,surprise,0
deflasyon,surprise,0
saptırma,surprise,0
sapma,surprise,0
kızlığını bozma,surprise,0
deforme etmek,surprise,0
deforme olmuş,surprise,0
şekil bozukluğu,surprise,0
dolandırmak,surprise,0
savaşmak,surprise,0
usta,surprise,0
feshedilmiş,surprise,0
meydan okumak,surprise,1
yozlaşma,surprise,0
dejenere,surprise,0
dejenerasyon,surprise,0
bozulma,surprise,0
küçük görmek,surprise,0
aşağılayıcı,surprise,0
derece,surprise,0
susuz,surprise,0
gecikme,surprise,0
gecikmiş,surprise,0
nefis,surprise,0
temsilci,surprise,0
delegasyon,surprise,0
zararlı,surprise,0
silme,surprise,0
"kasten, kasıtlı, planlı",surprise,0
üzerinde düşünme,surprise,0
müzakereci,surprise,0
incelik,surprise,0
lezzetli,surprise,0
zevk,surprise,0
memnun,surprise,1
keyifli,surprise,0
betimlemek,surprise,0
tasvir,surprise,0
suçluluk,surprise,0
suçlu,surprise,0
çılgın,surprise,0
deliryum,surprise,0
kurtuluş,surprise,0
teslimat,surprise,0
dell,surprise,0
delta,surprise,0
tufan,surprise,1
yanılsama,surprise,0
sanrılı,surprise,0
araştırmak,surprise,0
talep etmek,surprise,0
talep etmek,surprise,0
tavır,surprise,0
çılgın,surprise,0
bunama,surprise,0
ölmek,surprise,0
demokrasi,surprise,0
demokrat,surprise,0
yıkmak,surprise,0
yıkım,surprise,0
iblis,surprise,0
şeytani,surprise,0
kanıtlanabilir,surprise,0
göstermek,surprise,0
gösterdi,surprise,0
gösteren,surprise,0
gösteri,surprise,0
gösterici,surprise,0
gösterici,surprise,0
morali bozuk,surprise,0
demolar,surprise,0
den,surprise,0
inkar,surprise,0
reddedildi,surprise,0
mezhep,surprise,0
mezhep,surprise,0
payda,surprise,0
belirtmek,surprise,0
kınamak,surprise,0
yoğun,surprise,0
yoğunluk,surprise,0
göçük,surprise,0
diş hekimliği,surprise,0
ihbar,surprise,0
reddetmek,surprise,0
inkar,surprise,0
deodorant,surprise,0
yola çıkmak,surprise,0
ayrıldı,surprise,0
Bölüm,surprise,0
kalkış,surprise,0
bağımlı,surprise,0
bağımlı,surprise,0
bağımlılık,surprise,0
bağımlılık,surprise,0
bağımlı,surprise,0
göstermek,surprise,0
tasvir eden,surprise,0
tüketme,surprise,0
içler acısı,surprise,0
üzülmek,surprise,0
dağıtmak,surprise,0
sınır dışı etmek,surprise,0
sınır dışı etme,surprise,0
Depozito,surprise,0
emanetçi,surprise,0
biriktirme,surprise,0
depo,surprise,0
depo,surprise,0
ahlaksız,surprise,0
ahlaksızlık,surprise,0
değer kaybetmek,surprise,0
amortismana tabi tutulmuş,surprise,0
amortisman,surprise,0
bunalıma girmek,surprise,0
bunalımlı,surprise,0
iç karartıcı,surprise,0
depresyon,surprise,0
depresif,surprise,0
yoksunluk,surprise,0
derinlik,surprise,0
milletvekili,surprise,0
raydan çıkmak,surprise,0
dengesiz,surprise,0
sahipsiz,surprise,0
alay,surprise,0
türetme,surprise,0
türev,surprise,0
türetmek,surprise,0
dermal,surprise,0
dermatolog,surprise,0
dermatoloji,surprise,0
derogasyon,surprise,0
aşağılayıcı,surprise,0
inmek,surprise,0
azalan,surprise,0
soyundan gelen,surprise,0
Azalan,surprise,0
iniş,surprise,0
betimlemek,surprise,0
tanım,surprise,0
tanımlayıcı,surprise,0
hürmetsizlik,surprise,0
çöl,surprise,0
ıssız,surprise,0
firar,surprise,0
hak etmek,surprise,0
hak edilmiş,surprise,0
hak eden,surprise,0
tasarım,surprise,0
atamak,surprise,0
atama,surprise,0
tasarlanmış,surprise,0
tasarımcı,surprise,0
tasarlamak,surprise,0
arzu edilirlik,surprise,0
arzu edilen,surprise,0
arzulayan,surprise,0
arzulu,surprise,0
vazgeçmek,surprise,0
sıra,surprise,0
ıssızlık,surprise,0
çaresizlik,surprise,0
umutsuz,surprise,0
sevkıyat,surprise,0
çaresiz,surprise,0
çaresizlik,surprise,0
aşağılık,surprise,0
tiksinmek,surprise,0
despot,surprise,0
despotizm,surprise,0
tatlı,surprise,0
hedef,surprise,1
mukadder,surprise,0
Kader,surprise,0
muhtaç,surprise,0
yerlebir edilmiş,surprise,0
yok edici,surprise,0
yok etmek,surprise,0
yıkım,surprise,0
yıkıcı,surprise,0
ayırmak,surprise,0
müstakil,surprise,0
önyargısız olma,surprise,0
detay,surprise,0
detaylar,surprise,0
alıkoymak,surprise,0
tutuklu,surprise,0
tespit etmek,surprise,0
algılanabilir,surprise,0
tespit etme,surprise,0
dedektif,surprise,0
dedektör,surprise,0
gözaltı,surprise,0
caydırmak,surprise,0
deterjan,surprise,0
bozulmak,surprise,0
bozulmuş,surprise,0
bozulma,surprise,0
belirlenebilir,surprise,0
belirli,surprise,0
belirleme,surprise,0
belirlenen,surprise,0
nefret etmek,surprise,0
patlatmak,surprise,1
patlama,surprise,0
dolambaçlı yol,surprise,0
küçümsemek,surprise,0
Aleyhine,surprise,0
zararlı,surprise,0
döküntü,surprise,0
ikili,surprise,0
harap etmek,surprise,0
yıkıcı,surprise,0
yıkım,surprise,1
geliştirmek,surprise,0
gelişmekte,surprise,0
gelişim,surprise,0
sapmak,surprise,0
sapma,surprise,0
sapma,surprise,0
cihaz,surprise,0
şeytan,surprise,0
şeytani,surprise,0
dolambaçlı,surprise,0
tasarlamak,surprise,0
yoksun,surprise,0
yetki devri,surprise,0
devretmek,surprise,0
adamak,surprise,0
adanmış,surprise,0
adanmışlık,surprise,0
yutmak,surprise,0
dindar,surprise,0
çiğ,surprise,0
dexter,surprise,0
el becerisi,surprise,0
dekstroz,surprise,0
şeytani,surprise,0
Teşhis,surprise,0
tanı,surprise,0
teşhis,surprise,0
diyagram,surprise,0
aramak,surprise,0
lehçe,surprise,0
diyalektik,surprise,0
diyalog,surprise,0
çap,surprise,0
elmas,surprise,0
elmaslar,surprise,0
bebek bezi,surprise,0
diyafram,surprise,0
ishal,surprise,0
günlük,surprise,0
eleştiri,surprise,0
zar,surprise,0
ikili,surprise,0
ikilem,surprise,0
dikte,surprise,0
dikte,surprise,0
diktatör,surprise,0
diktatör,surprise,0
diktatörlük,surprise,0
diksiyon,surprise,0
sözlük,surprise,0
özdeyiş,surprise,0
didaktik,surprise,0
ölmek,surprise,0
diyet,surprise,0
diyet,surprise,0
farklılık,surprise,0
fark,surprise,0
farklılıklar,surprise,0
diferansiyel,surprise,0
farklılaşma,surprise,0
farklı,surprise,1
farklı,surprise,0
zor,surprise,0
zorluklar,surprise,0
zorluk,surprise,0
dağınık,surprise,0
yayılma,surprise,0
kazmak,surprise,0
sindirmek,surprise,0
sindirim,surprise,0
hane,surprise,0
onurlu,surprise,0
itibar,surprise,0
konu dışına çıkmak,surprise,0
kazılar,surprise,0
set,surprise,0
harap,surprise,0
dilatasyon,surprise,0
genişleme,surprise,0
ikilem,surprise,0
çalışkanlık,surprise,0
gayretli,surprise,0
seyreltici,surprise,0
seyreltik,surprise,0
seyreltilmiş,surprise,0
seyreltme,surprise,0
kuruş,surprise,0
boyut,surprise,0
azaltmak,surprise,0
azalmış,surprise,0
azalma,surprise,0
küçücük,surprise,0
din,surprise,0
yemek,surprise,0
lokanta,surprise,0
akşam yemeği,surprise,0
Dinozor,surprise,0
din,surprise,0
piskoposluk,surprise,0
piskoposluk,surprise,0
diorama,surprise,0
daldırma,surprise,0
diploma,surprise,0
diplomasi,surprise,0
diplomat,surprise,0
diplomatik,surprise,0
korkunç,surprise,1
yönlendirilmiş,surprise,0
yön,surprise,0
direkt olarak,surprise,0
müdür,surprise,0
dizin,surprise,0
kir,surprise,0
kirli,surprise,0
sakatlık,surprise,0
devre dışı bırakmak,surprise,0
engelli,surprise,0
dezavantaj,surprise,0
hoşnutsuz,surprise,0
aynı fikirde olmamak,surprise,0
nahoş,surprise,0
aynı fikirde olmayan,surprise,0
anlaşmazlık,surprise,0
izin vermemek,surprise,0
izin verilmeyen,surprise,0
kaybolmak,surprise,0
kaybolma,surprise,0
kaybolma,surprise,0
hayal kırıklığına uğratmak,surprise,0
hayal kırıklığına uğramış,surprise,0
hayal kırıklığı,surprise,0
hayal kırıklığı,surprise,0
onaylamama,surprise,0
onaylamamak,surprise,0
onaylanmadı,surprise,0
onaylamayan,surprise,0
etkisiz hale getirmek,surprise,0
kargaşa,surprise,0
felaket,surprise,1
felaket,surprise,0
dağılmak,surprise,0
inançsızlık,surprise,0
inanma,surprise,0
ödeme,surprise,0
ödeme,surprise,0
disk,surprise,0
atılan,surprise,0
atar,surprise,0
ayırt etmek,surprise,0
fark edilebilir,surprise,0
anlayışlı,surprise,0
ayırt etme,surprise,0
deşarj,surprise,0
mürit,surprise,0
disiplin,surprise,0
feragat etmek,surprise,0
sorumluluk reddi,surprise,0
ifşa etmek,surprise,0
ifşa,surprise,0
ifşa,surprise,0
solma,surprise,0
renksiz,surprise,0
rahatsızlık,surprise,0
bağlantıyı kes,surprise,0
bağlantı kesildi,surprise,0
bağlantı kesilmesi,surprise,0
hoşnutsuzluk,surprise,0
devamsızlık,surprise,0
durdurmak,surprise,0
süreksizlik,surprise,0
süreksiz,surprise,0
anlaşmazlık,surprise,0
indirim,surprise,0
indirimli,surprise,0
vazgeçirmek,surprise,0
cesareti kırılmış,surprise,0
cesaret kırma,surprise,0
söylem,surprise,0
keşfetmek,surprise,0
keşif,surprise,0
gözden düşürmek,surprise,0
sağduyulu,surprise,0
tutarsızlık,surprise,0
ayrık,surprise,0
takdir yetkisi,surprise,0
isteğe bağlı,surprise,0
ayrımcılık yapmak,surprise,0
ayrımcı,surprise,0
ayrımcılık,surprise,0
diskus,surprise,0
tartışmak,surprise,0
tartışma,surprise,0
küçümsemek,surprise,0
hastalık,surprise,0
hastalıklı,surprise,0
bedensiz,surprise,0
ayrılmak,surprise,0
ayrılma,surprise,0
şekli bozulmuş,surprise,0
rezalet,surprise,0
rezil,surprise,0
utanç verici,surprise,0
hoşnutsuz,surprise,0
kılık değiştirmek,surprise,0
kılık değiştirmiş,surprise,0
iğrenme,surprise,0
mide bulandırıcı,surprise,0
yemek,surprise,0
cesareti kırılmış,surprise,0
cesaret kırıcı,surprise,0
sahtekâr,surprise,0
sahtekârlık,surprise,0
onursuzluk,surprise,0
hayal kırıklığı,surprise,0
dezenfekte etmek,surprise,0
dezenfektan,surprise,0
dezenfeksiyon,surprise,0
dezenformasyon,surprise,0
samimiyetsiz,surprise,0
parçalanmak,surprise,0
parçalanma,surprise,0
ilgisiz,surprise,0
ayrık,surprise,0
kopuk,surprise,0
ayırıcı,surprise,0
disk,surprise,0
disket,surprise,0
Beğenmemek,surprise,0
hoşlanmadı,surprise,0
yerinden çıkmış,surprise,0
çıkık,surprise,0
yerinden çıkarmak,surprise,0
kasvetli,surprise,0
dehşet,surprise,1
parçalanma,surprise,0
Reddet,surprise,0
işten çıkarma,surprise,1
attan inmek,surprise,0
itaatsizlik,surprise,0
itaatsiz,surprise,0
itaatsizlik etmek,surprise,0
düzensizlik,surprise,0
düzensiz,surprise,0
dağınık,surprise,0
aşağılamak,surprise,0
aşağılayıcı,surprise,0
farklı,surprise,0
eşitsizlik,surprise,0
duygusuz,surprise,0
sevk,surprise,0
gidermek,surprise,0
muafiyet,surprise,0
dağıtmak,surprise,0
yaymak,surprise,0
"dağınık, dağılmış",surprise,0
dağılım,surprise,0
yerinden etmek,surprise,0
yerinden edilmiş,surprise,0
yer değiştirme,surprise,0
Görüntüle,surprise,0
hoşnutsuz,surprise,0
hoşnutsuzluk,surprise,0
imha etmek,surprise,0
elden çıkarmak,surprise,0
bertaraf,surprise,0
eğilim,surprise,0
mülksüzleştirilmiş,surprise,0
çürütmek,surprise,0
anlaşmazlık,surprise,0
diskalifiye,surprise,0
diskalifiye,surprise,0
diskalifiye etmek,surprise,0
göz ardı etmek,surprise,0
dikkate alınmayan,surprise,0
itibarsız,surprise,0
itibarını zedelemek,surprise,0
saygısızlık,surprise,0
saygısız,surprise,0
bozulma,surprise,1
memnuniyetsizlik,surprise,0
hoşnutsuz,surprise,0
incelemek,surprise,0
diseksiyon,surprise,0
yaymak,surprise,0
yaygınlaştırma,surprise,0
anlaşmazlık,surprise,0
muhalefet,surprise,0
muhalif,surprise,0
tez,surprise,0
kötülük,surprise,0
muhalif,surprise,0
benzemeyen,surprise,0
dağıtmak,surprise,0
dağılmış,surprise,0
ayrışma,surprise,0
çözülme,surprise,1
çözmek,surprise,0
uyumsuzluk,surprise,0
caydırmak,surprise,0
uzak,surprise,0
mesafe,surprise,0
mesafe,surprise,0
tiksinme,surprise,0
tatsız,surprise,0
damıtmak,surprise,0
damıtma,surprise,0
ayrım,surprise,0
ayırt edici,surprise,0
ayırt etmek,surprise,0
ayırt edilebilir,surprise,0
seçkin,surprise,0
ayırt edici,surprise,0
çarpık,surprise,0
çarpıtma,surprise,0
dikkatini dağıtmak,surprise,0
dikkati dağılmış,surprise,0
dikkat dağıtıcı,surprise,0
dikkati başka yöne çekme,surprise,0
perişan,surprise,0
sıkıntı,surprise,1
sıkıntılı,surprise,0
üzücü,surprise,0
dağıtmak,surprise,0
dağıtım,surprise,0
semt,surprise,0
güvensizlik,surprise,0
rahatsızlık,surprise,1
rahatsız,surprise,0
kullanmamak,surprise,0
kullanılmayan,surprise,0
Hendek,surprise,0
aynen,surprise,0
pislik,surprise,0
günlük,surprise,0
divan,surprise,0
dalmak,surprise,0
dalgıç,surprise,0
ayrılmak,surprise,0
uyuşmazlık,surprise,0
farklı,surprise,1
sapma,surprise,0
dalgıçlar,surprise,0
türlü,surprise,0
çeşitlendirilmiş,surprise,0
çeşitlendirmek,surprise,0
saptırma,surprise,1
çeşitlilik,surprise,0
yönlendirmek,surprise,0
yönlendirme,surprise,0
elden çıkarmak,surprise,0
elden çıkarılan,surprise,0
elden çıkarma,surprise,0
bölmek,surprise,0
bölünmüş,surprise,0
kâr payı,surprise,0
kehanet,surprise,0
ilahi,surprise,0
tanrısallık,surprise,0
bölünebilir,surprise,0
bölüm,surprise,0
bölen,surprise,0
boşanmak,surprise,1
ifşa etmek,surprise,0
baş dönmesi,surprise,0
başı dönmek,surprise,0
uysal,surprise,0
rıhtım,surprise,0
demirledi,surprise,0
iş listesi,surprise,0
doktor,surprise,0
doktriner,surprise,0
doktrin,surprise,0
belge,surprise,0
belgesel,surprise,0
atlatmak,surprise,0
kaçmak,surprise,0
dişi geyik,surprise,0
yapan,surprise,0
köpek,surprise,0
inatçı,surprise,0
dogma,surprise,0
dogmatik,surprise,0
işler,surprise,0
yap,surprise,0
sıkıntı,surprise,0
dole,surprise,0
oyuncak bebek,surprise,0
dolar,surprise,0
dolor,surprise,0
Yunus,surprise,1
alan adı,surprise,0
kubbe,surprise,0
yerel,surprise,0
evcil,surprise,0
evcilleştirme,surprise,0
ikametgah,surprise,0
yerleşik,surprise,0
hakimiyet,surprise,0
baskın,surprise,0
hükmetmek,surprise,0
hakim,surprise,0
egemenlik,surprise,0
egemenlik,surprise,0
domino,surprise,0
giymek,surprise,0
bağış,surprise,0
eşek,surprise,0
bağışçı,surprise,0
karalama,surprise,0
kıyamet,surprise,0
mahkum,surprise,0
kiyamet gunu,surprise,0
kapı,surprise,0
kapı zili,surprise,0
kapı aralığı,surprise,0
uykuda,surprise,0
yurt,surprise,0
sırt,surprise,0
doz,surprise,0
nokta,surprise,0
çift,surprise,0
ikiye katlanmış,surprise,0
ikili,surprise,0
ikiye katlama,surprise,0
şüphe,surprise,0
şüpheli,surprise,0
şüphe etmek,surprise,0
şüphesiz,surprise,0
duş,surprise,0
Hamur,surprise,0
tatlı çörek,surprise,0
asık suratlı,surprise,0
güvercin,surprise,0
mahzun,surprise,0
düşüş,surprise,0
yokuş aşağı,surprise,0
sağanak,surprise,0
büsbütün,surprise,0
tüylü,surprise,0
çeyiz,surprise,0
uyuklamak,surprise,0
düzine,surprise,0
sıkıcı,surprise,0
taslak,surprise,0
sürüklemek,surprise,0
Ejderha,surprise,0
boşaltmak,surprise,0
drenaj,surprise,0
boşaltılmış,surprise,0
ejder,surprise,0
drama,surprise,0
dramatik,surprise,0
örtü,surprise,0
perdelik,surprise,0
şiddetli,surprise,0
taslak,surprise,0
Berabere,surprise,0
dezavantaj,surprise,0
çekmece,surprise,0
çekmeceler,surprise,0
resim çizme,surprise,0
korku,surprise,0
korkunç,surprise,0
korkunç bir şekilde,surprise,1
rüya,surprise,0
hayalperest,surprise,0
rüya görmek,surprise,0
rüya gibi,surprise,0
kasvetli,surprise,0
taramak,surprise,0
sırılsıklam,surprise,0
şifonyer,surprise,0
salya sürmek,surprise,0
kurutulmuş,surprise,0
daha kuru,surprise,0
sürüklenme,surprise,0
sürüklendi,surprise,0
delmek,surprise,0
İçmek,surprise,0
içme,surprise,0
damla,surprise,0
damlayan,surprise,0
saçmalık,surprise,0
sürücü,surprise,0
araba yolu,surprise,0
çiseleyen yağmur,surprise,0
şaka,surprise,0
Uçan göz,surprise,0
saçmalamak,surprise,0
sarkık,surprise,0
düşürmek,surprise,0
damlacık,surprise,0
kuraklık,surprise,0
sürdü,surprise,0
bastırmak,surprise,0
uyuşukluk,surprise,0
uykulu,surprise,0
angarya,surprise,0
uyuşturucu,surprise,0
uyuşturulmuş,surprise,0
eczane,surprise,0
büyücü,surprise,0
davul,surprise,0
davulcu,surprise,0
davul çalmak,surprise,0
sarhoş,surprise,0
sarhoşluk,surprise,0
kuru,surprise,0
kuruluk,surprise,0
çift,surprise,0
dualizm,surprise,0
ikilik,surprise,0
dub,surprise,0
şüpheli,surprise,0
ıslanma,surprise,0
kanal,surprise,0
sünek,surprise,0
elbiseler,surprise,0
vadesi dolmuş,surprise,0
düello,surprise,0
aidat,surprise,0
düet,surprise,0
sığınak,surprise,0
dük,surprise,0
sıkıcı,surprise,0
sersem,surprise,0
kukla,surprise,0
çöplük,surprise,0
çöplükler,surprise,0
dun,surprise,0
kumdan tepe,surprise,0
gübre,surprise,0
zindan,surprise,0
ikili,surprise,0
kandırmak,surprise,0
dubleks,surprise,0
kopyalamak,surprise,0
çoğaltma,surprise,0
ikiyüzlülük,surprise,0
dayanıklılık,surprise,0
dayanıklı,surprise,0
süre,surprise,0
zorlama,surprise,0
alacakaranlık,surprise,0
esmer,surprise,0
toz,surprise,0
silgi,surprise,0
tozlu,surprise,0
saygılı,surprise,0
cüce,surprise,0
cüce,surprise,0
oturmak,surprise,0
sakin,surprise,0
Konut,surprise,0
boya,surprise,0
ölme,surprise,0
dayk,surprise,0
dinamik,surprise,1
dinamik,surprise,0
dinamikler,surprise,0
dinamit,surprise,0
hanedan,surprise,0
dizanteri,surprise,0
hazımsızlık,surprise,0
istekli,surprise,1
şevk,surprise,0
kartal,surprise,0
kulak,surprise,0
Kont,surprise,0
daha erken,surprise,0
erken,surprise,0
para kazanmak,surprise,0
ciddi,surprise,0
ciddiyetle,surprise,0
ciddiyet,surprise,0
kazanç,surprise,0
küpe,surprise,0
kulaklık,surprise,0
Dünya,surprise,0
çanak çömlek,surprise,0
dünyevi,surprise,0
deprem,surprise,1
dünyevi,surprise,0
kolaylaştırmak,surprise,0
şövale,surprise,0
irtifak hakkı,surprise,0
kolayca,surprise,0
kolay,surprise,0
kolay ve kesintisiz ilerleme,surprise,0
yemek,surprise,0
yemek yiyor,surprise,0
kulak misafiri olmak,surprise,0
ebb,surprise,0
abanoz,surprise,0
eksantrik,surprise,0
eksantriklik,surprise,0
dini,surprise,0
Eko,surprise,0
eklektik,surprise,0
tutulma,surprise,0
ekliptik,surprise,0
ekonomik,surprise,0
ekonomi,surprise,0
ekonomi,surprise,0
coşku,surprise,0
mest olmus,surprise,1
ekümenik,surprise,0
girdap,surprise,0
kenar,surprise,0
kenar,surprise,0
yenilebilir,surprise,0
ferman,surprise,0
düzenleme,surprise,0
yapı,surprise,0
Düzenle,surprise,0
baskı,surprise,0
editör,surprise,0
başyazı,surprise,0
Eğitim vermek,surprise,0
eğitimli,surprise,0
Eğitim,surprise,0
eğitici,surprise,0
yılanbalığı,surprise,0
Efekt,surprise,0
etkili,surprise,0
Etkileri,surprise,0
etkili,surprise,0
etkili bir şekilde,surprise,0
gerçekleştirmek,surprise,0
kadınsı,surprise,0
etkili,surprise,0
etki,surprise,0
yeterlik,surprise,0
verimli,surprise,0
büst,surprise,0
çaba göstermek,surprise,0
efüzyon,surprise,0
Yumurta,surprise,0
benlik,surprise,0
egoist,surprise,0
korkunç,surprise,0
çıkış,surprise,0
sekizinci,surprise,0
seksen,surprise,0
boşalmak,surprise,0
boşalma,surprise,1
çıkarmak,surprise,0
fırlatma,surprise,0
detaylandırmak,surprise,0
detaylandırma,surprise,0
elan,surprise,0
geçen,surprise,0
geçen,surprise,0
elastik,surprise,0
esneklik,surprise,0
mutlu,surprise,0
dirsek,surprise,0
alan,surprise,0
yaşlı,surprise,0
yaşlılar,surprise,0
en yaşlı,surprise,0
seçmek,surprise,0
seçim,surprise,0
seçmen,surprise,0
seçmen,surprise,0
elektrik,surprise,1
elektrik,surprise,0
zarafet,surprise,0
zarif,surprise,0
eleman,surprise,0
temel,surprise,0
elementler,surprise,0
fil,surprise,0
yükseltmek,surprise,0
yükseklik,surprise,0
asansör,surprise,0
on bir,surprise,0
onbirinci,surprise,0
elf,surprise,0
çıkarmak,surprise,0
uygun,surprise,0
eliminasyon,surprise,0
seçkinler,surprise,0
geyik,surprise,0
şey,surprise,0
elips,surprise,0
üç nokta,surprise,0
elipsoid,surprise,0
eliptik,surprise,0
eliptik,surprise,0
uzatmak,surprise,0
uzama,surprise,0
belagat,surprise,0
belagatli,surprise,0
aydınlatmak,surprise,0
açıklama,surprise,0
atlatmak,surprise,0
zor,surprise,1
sıska,surprise,0
yaymak,surprise,0
özgürleşme,surprise,0
set,surprise,0
ambargo,surprise,0
gemiye binmek,surprise,0
utandırmak,surprise,0
utandırıcı,surprise,0
utanç,surprise,1
elçilik,surprise,0
Göm,surprise,0
süslemek,surprise,0
süsleme,surprise,0
köz,surprise,0
zimmete para geçirme,surprise,0
amblem,surprise,0
sembolik,surprise,0
şekillenme,surprise,0
emboli,surprise,0
kabartmalı,surprise,0
kucaklamak,surprise,1
işlemeli,surprise,0
nakış,surprise,0
karışmış,surprise,0
embriyo,surprise,0
embriyonik,surprise,0
zümrüt,surprise,0
ortaya çıkmak,surprise,0
ortaya çıkma,surprise,0
acil Durum,surprise,1
emekli,surprise,0
göç etmek,surprise,0
göç,surprise,0
itibar,surprise,0
seçkin,surprise,0
kesinlikle,surprise,0
emir,surprise,0
emisyon,surprise,0
yaymak,surprise,0
duygu,surprise,0
duygusal,surprise,0
duygusal,surprise,0
empati,surprise,0
imparator,surprise,0
vurgu,surprise,0
vurgu yapmak,surprise,0
vurgulu,surprise,0
imparatorluk,surprise,0
ampirik,surprise,0
ampirizm,surprise,0
kullanmak,surprise,0
iş veren,surprise,0
iş,surprise,0
market,surprise,0
güçlendirmek,surprise,0
imparatoriçe,surprise,0
boşluk,surprise,0
boşaltma,surprise,0
boş,surprise,0
benzemeye çalışmak,surprise,0
emülsiyon,surprise,0
etkinleştirme,surprise,0
etkinleştirme,surprise,0
sahnelemek,surprise,0
yasa,surprise,0
emaye,surprise,0
kamp,surprise,0
büyü,surprise,1
büyülenmiş,surprise,0
büyüleyici,surprise,0
büyü,surprise,0
çevrelemek,surprise,0
çevreleyen,surprise,0
yerleşim bölgesi,surprise,0
içine almak,surprise,0
kodlamak,surprise,0
kapsamak,surprise,0
tekrarlamak,surprise,0
rastlamak,surprise,0
cesaretlendirmek,surprise,0
teşvik,surprise,0
tecavüz etmek,surprise,0
tecavüz,surprise,0
şifrelemek,surprise,0
yükümlülük,surprise,0
ansiklopedi,surprise,0
son,surprise,0
tehlikeye atmak,surprise,0
nesli tükenmekte,surprise,0
çabalamak,surprise,0
Bitti,surprise,0
endemik,surprise,0
bitirme,surprise,0
sonsuz,surprise,0
endokardit,surprise,0
onay,surprise,0
bağışlamak,surprise,0
bahşedilmiş,surprise,0
bağış,surprise,0
bitiş kağıtları,surprise,0
uç nokta,surprise,0
dayanıklılık,surprise,0
dayanmak,surprise,0
lavman,surprise,0
düşman,surprise,0
enerjik,surprise,0
enerji,surprise,0
zorlamak,surprise,0
icra,surprise,0
Tut,surprise,0
nişanlı,surprise,0
nişanlanmak,surprise,0
ilgi çekici,surprise,0
doğurmak,surprise,0
motor,surprise,0
mühendis,surprise,0
mühendislik,surprise,0
kazımak,surprise,0
oyulmuş,surprise,0
oymacı,surprise,0
oymak,surprise,0
dalmış,surprise,0
düşündürücü,surprise,0
yutmak,surprise,0
genişletmek,surprise,0
muamma,surprise,0
esrarengiz,surprise,0
emretmek,surprise,0
eğlence,surprise,0
zevk almak,surprise,0
büyütülmüş,surprise,0
genişleme,surprise,0
aydınlatmak,surprise,0
aydınlanma,surprise,0
askere gitmek,surprise,0
canlandırmak,surprise,1
düşmanlık,surprise,0
muazzamlık,surprise,0
kocaman,surprise,0
son derece,surprise,0
zenginleştirmek,surprise,0
kaydolmak,surprise,0
topluluk,surprise,0
sancak,surprise,0
köleleştirmek,surprise,0
köleleştirilmiş,surprise,0
köleleştirme,surprise,0
ortaya çıkmak,surprise,0
emin olmak,surprise,0
yol açmak,surprise,0
karışık,surprise,0
karışıklık,surprise,0
girmek,surprise,0
girişim,surprise,0
girişimci,surprise,0
eğlendirmek,surprise,0
eğlendirmek,surprise,0
eğlenceli,surprise,0
eğlence,surprise,1
heves,surprise,1
meraklı,surprise,1
aklını çelmek,surprise,0
bütün,surprise,0
bütünlük,surprise,0
hak,surprise,0
varlık,surprise,0
entomoloji,surprise,0
bağırsaklar,surprise,0
giriş,surprise,0
yalvarmak,surprise,0
antre,surprise,0
girişimci,surprise,0
emanet etmek,surprise,0
giriş,surprise,0
numaralandırmak,surprise,0
numaralandırma,surprise,0
mektup,surprise,0
kıskanç,surprise,0
çevre,surprise,0
çevre,surprise,0
çevre,surprise,0
tasavvur etmek,surprise,0
elçi,surprise,0
geçici,surprise,0
efemeris,surprise,0
epik,surprise,0
epidemi,surprise,1
epidermis,surprise,0
epilepsi,surprise,0
sonsöz,surprise,0
piskoposluk,surprise,0
bölüm,surprise,0
epizodik,surprise,0
mektup,surprise,0
kitabe,surprise,0
sıfat,surprise,0
somut örnek,surprise,0
çağ,surprise,0
eşit,surprise,0
eşitlik,surprise,0
eşitleme,surprise,0
eşitlemek,surprise,0
eşit olarak,surprise,0
kıyaslanmak,surprise,0
denklem,surprise,0
ekvator,surprise,0
ekvator,surprise,0
atlı,surprise,0
eşit uzaklıkta,surprise,0
dengeleme,surprise,0
denge,surprise,0
donatmak,surprise,0
teçhizat,surprise,0
adil,surprise,0
Eşitlik,surprise,0
denklik,surprise,0
eşdeğer,surprise,0
belirsiz,surprise,0
çağ,surprise,0
kökünü kurutmak,surprise,0
yok etme,surprise,0
silmek,surprise,0
silme,surprise,0
ere,surprise,0
dik,surprise,0
ereksiyon,surprise,0
ergo,surprise,0
aşındırmak,surprise,0
erozyon,surprise,0
erotik,surprise,1
hata,surprise,0
ayak işi,surprise,0
gezgin,surprise,0
düzensiz,surprise,1
hatalı,surprise,0
hatalı,surprise,0
hata,surprise,0
